student_id,week,persona,department,year,prev_gpa,avg_sleep_hours,sleep_variability,self_reported_study_hours,library_days_per_week,avg_daily_online_hours,typical_connection_window_start,stress_level,mood_score,avg_steps_per_day,cafeteria_veg_pref,roommate_conflicts_reported,semester_gpa,at_risk_next_month,PC1,PC2,PC3,risk_probability,risk_prediction
s_1000,10,night_owl_socializer,ECE,4,3.010341143652396,5.392036478460804,1.8142488541115207,14.317368238578554,0.1699283255272105,2.3395019260097905,10.963596721151863,3.7406840197222073,2.9989995417746598,6054.704579745773,1,0,3.1558649248080957,0,-0.38447591745644505,-1.0173669587067775,0.006315401737888471,0.044889993324281584,0
s_1001,10,balanced_all_rounder,ECE,3,3.151887523571974,5.9119427195329735,1.138014264688589,16.55183002478625,1.5437481585077888,5.505239798213566,8.138311019861694,2.4787494675953567,4.056112682134253,4144.744093604348,0,0,3.148517787001284,0,0.4314642429966306,0.26311524214289195,-0.47700247143282615,0.025372748244077415,0
s_1002,10,early_bird_focused,MECH,1,3.61030300919272,7.614866375765766,0.2,22.76884454017829,3.5740854750763256,5.791755216272078,8.90578477769212,1.6499078685765218,3.964558565856159,5930.401622798352,1,0,3.689650391307625,0,1.7461799169332963,-0.4931462733135004,0.5506456854730144,0.007115221629564493,0
s_1003,10,sporadic_at_risk,MECH,2,2.2175359809231905,9.180709275639646,2.699255470640132,0.6065331977269715,0.0,8.639983378286964,11.14363860899821,4.191215908449596,1.8621389963023507,4524.889066981913,0,0,1.5966994951797235,1,-2.160237117736921,1.6141056658213697,0.7945644079960967,0.817489496447742,1
s_1004,10,early_bird_focused,CS,3,3.6762534350921476,6.406475021858184,0.30049556397015925,24.633752047756794,3.5840242875544184,1.9122518923377825,7.181930982975899,2.0596235178725717,4.073874538560738,5491.3205247396345,0,0,3.5601459590571483,0,2.0165768099234325,0.32631408851327437,-0.5620191740895879,0.010116478713527739,0
s_1005,10,night_owl_socializer,CIVIL,4,2.766623365940056,7.9310384203169715,1.4294226179016747,2.2649415002995488,0.876221028826389,6.2488488410026335,9.101248528613468,2.456606245661602,3.111804477833067,7872.090124473192,0,0,2.7383995640107606,0,-0.05781292648207679,0.9095335145749566,0.09720823878302803,0.033130637059712066,0
s_1006,10,night_owl_socializer,MECH,4,3.266195180660265,5.244485437243206,1.8594754637796944,16.167449563402727,0.7922904478384007,9.215744602303365,12.666156597587797,3.376354290096627,3.6126634020793094,6995.9669599294775,1,0,3.0053939063637563,0,-0.38196264945565594,-1.0203458525263,-0.1567988936416439,0.040879651719903654,0
s_1007,10,night_owl_socializer,CIVIL,4,2.9083596059236134,5.501908604882479,1.3703033400175306,4.119713999398935,0.0,4.512223408007772,14.382124550082011,3.0760039552685314,3.3894060296976427,6189.246474704838,0,0,2.659079124879902,0,-0.6747648513792749,0.2550171347726791,-0.7139406646495272,0.023729162901929887,0
s_1008,10,balanced_all_rounder,CS,2,3.2477693979607016,6.925617439615806,0.6193641359493641,19.61793312433965,2.8540488996417603,4.852133867710046,4.969091044715765,2.0695581486207675,3.9418861353075845,5810.119185503379,1,0,3.236373483552356,0,1.4151483844166763,-0.5234374293867949,0.311349104498307,0.001849798387096775,0
s_1009,10,night_owl_socializer,ECE,4,2.9237085018544775,5.74504651765956,1.9853115593301998,12.432516951107493,3.3128512994852417,6.526858868179284,8.238980094561587,3.3157601026212262,2.3985250657766684,8071.549672151936,0,0,3.0306645941771637,0,-0.10974459276562457,0.15016843011094977,-0.7569040968402245,0.0615658653582805,0
s_1010,10,balanced_all_rounder,ECE,2,3.038601528214787,7.673645640330925,0.7052048077935099,14.728373282673038,2.2909870935459367,8.846576321250714,8.276214273944449,2.6069989112321905,2.903247904678623,7904.519563735643,1,0,3.183259220812932,0,0.47484011486753713,-0.5081854813557508,0.7135072611345005,0.029823569632558757,0
s_1011,10,night_owl_socializer,CIVIL,2,2.74899245831914,7.00503312426061,1.676566364535644,7.325101153527713,1.8254917637536927,8.965237915684408,13.65952176018939,3.1746376887624588,3.5553239768853997,5971.81143230054,0,0,3.036806231828926,0,-0.6975079105631625,0.7248789250026871,-0.13673675464506924,0.12740685399547555,0
s_1012,10,night_owl_socializer,CIVIL,3,3.2961340192327997,4.574936490782563,1.6929989588403929,13.338783963189835,0.2779102832175687,7.334064664940446,9.607031287018943,2.7054885822323422,3.798066617395918,7032.592177762265,0,0,3.5364663754804995,0,0.06446037705398654,-0.12782287553485544,-1.089255748093056,0.018395767800972265,0
s_1013,10,sporadic_at_risk,MECH,1,2.3398457807591084,3.0,3.0,9.584300200399163,0.0,11.347612202991487,12.051696943266792,4.362889372715609,1.9493208678242337,5412.586542183466,0,0,1.9439720709589894,0,-2.6725633567185016,-0.2013538498446435,-1.5839677954076674,0.4542266995010341,0
s_1014,10,sporadic_at_risk,ECE,1,2.727539127577962,3.0,2.549193861225741,14.50885395357686,0.0,10.469917326550917,13.565988467987145,4.01273236937887,2.7987456765862935,6286.220726374762,0,0,3.438183424007005,0,-1.8178934678329612,-0.524721305011957,-1.5813723712904288,0.19878323873648018,0
s_1015,10,early_bird_focused,MECH,3,3.259367953247915,7.7468131098375625,0.5934921341385877,24.47425778304736,4.973219970387614,1.942960031880801,11.88760097726841,1.4301249339963935,3.788354318204577,8420.751120339262,1,0,3.5715670902194763,0,1.9948005704248428,-0.4683984003411436,0.7542760219880296,0.0,0
s_1016,10,early_bird_focused,CIVIL,1,3.591107605886447,8.691493047376294,0.5639221531534588,21.396484499188492,5.109039370695463,1.4051806611652409,3.9442421849279357,1.793779299318599,3.718415288794843,7870.817127931702,0,0,3.5095049752837104,0,2.7113420199210476,0.8484065873251746,0.03744509982565819,0.0,0
s_1017,10,early_bird_focused,ECE,3,3.321418567558833,8.252764124728058,0.2,20.28838785529784,3.923781087597677,1.614059936851052,9.442925739525409,2.4354902963932092,4.119774252649213,7062.87828315421,0,0,3.6131694462971344,0,1.9229464178466007,0.6891704130964637,0.2513868404901028,0.0,0
s_1018,10,night_owl_socializer,ECE,4,3.016403228846075,6.643879896554051,1.5900395033323476,7.326227247344158,1.1143868061299138,4.677151502376992,8.57487523691993,3.482969167744263,2.489844311606954,5153.99710092441,0,0,2.267041556382704,0,-0.4711223509857965,0.5030672014416966,-0.31297166432357937,0.07234452278821894,0
s_1019,10,night_owl_socializer,ECE,4,2.6066603225844958,6.498886592053478,1.5191693417419876,9.635891524990322,1.2385526659797883,11.586252248094766,13.71213908387835,3.095537616458693,3.430799202635564,3997.083532587697,1,0,2.8617709031182663,0,-1.3302109550260168,-0.5379760591187217,0.6604772894147662,0.12376753755315821,0
s_1020,10,balanced_all_rounder,ECE,1,3.246975114236332,7.719620101609435,0.8867027258048088,10.794039723521104,0.6365461675248305,1.335858507676304,11.207972649478366,2.5069103313134757,3.1714780645448433,7663.031882460873,1,0,2.795433139000055,0,0.7072269142448494,-0.584310268472106,0.7768488731389515,0.0,0
s_1021,10,night_owl_socializer,CS,4,3.4059844040218636,3.5970023508148192,1.3244979683121927,11.253948391837927,1.3547368192243605,4.993810295412634,11.042343265284225,3.423243217660073,3.4780566832848283,8315.547544253248,1,0,2.2329575389046687,0,0.15874035806244927,-1.5841816706588114,-0.8577673318237307,0.015373354524098486,0
s_1022,10,night_owl_socializer,CIVIL,4,3.2588596215866286,7.743126530377584,2.171147841051511,8.324933713281824,2.8346135113257667,5.475432352846107,12.77703590271168,3.0496511585377695,3.578874565407496,6355.354108023713,0,0,3.26328025907242,0,0.09383730669609582,0.8074453454483208,0.07038447315806667,0.006137123745819397,0
s_1023,10,early_bird_focused,MECH,2,3.6048710029670525,7.999801403079929,0.297051215505705,12.60142554404766,4.628985769714625,1.0,5.571862326626526,2.1085216184742217,2.838120241373625,7978.23398890983,0,0,3.5192344495943138,0,2.069179600213697,0.710541936662944,-0.2667560195325314,0.0,0
s_1024,10,sporadic_at_risk,ECE,1,2.4541415213791034,8.107884311966377,2.5744541332031545,0.04320882109238866,0.0,9.917393896211186,13.65982370559733,4.725445446932327,1.5714299181409013,2211.3117449886868,1,0,2.519322554830983,0,-2.8409035294475595,0.04688583423894539,1.4327697852088646,0.6023943667637399,1
s_1025,10,night_owl_socializer,ECE,4,2.5884318150567474,6.099667120867779,1.498075232782996,9.66284008955975,1.9296557627989306,6.386641236359363,14.763300439735172,3.3599190030729655,3.2989631034112326,5772.619045213988,0,0,2.9731315036416603,0,-0.8334586191743791,0.3858092363957161,-0.37705561806939925,0.1380315108192433,0
s_1026,10,night_owl_socializer,ECE,2,2.9511140279522277,5.260049831113177,1.526507302390891,12.001479902967588,1.7922703316671276,5.158480050855306,12.040687380773548,4.090102691298901,3.0691267965438094,6447.521874992582,1,0,2.7623228577199783,1,-0.49043189493325595,-1.0737049113750887,-0.05031776547993505,0.6262380062239671,1
s_1027,10,sporadic_at_risk,ECE,4,2.4796777584051943,7.841121357318707,2.3662948366293426,12.454248380196793,0.0,3.701696168648411,9.573124559359,3.6285861690031576,2.990935501946569,2394.0066418215497,0,0,2.7425817527677343,0,-1.1156010975079462,1.104252867278673,0.33877252505422134,0.04044869660457147,0
s_1028,10,sporadic_at_risk,MECH,4,2.265673583902553,5.264787423827814,2.5630750329711445,2.769896566057353,0.270290264853569,7.1389972324988085,13.62911063405715,4.79329457350865,1.5186621366410358,2874.669352552006,0,1,2.235109393323015,0,-2.8981942486523895,0.6100244870355629,-0.5626172899983606,0.5786026761068394,1
s_1029,10,sporadic_at_risk,CS,3,2.1305963784796003,4.1751781364905725,2.429148623292071,6.981098435879484,1.124612704858928,6.32786329211311,16.30578368038142,3.5859612169828776,1.6139238699674285,4140.322389100506,0,0,2.095607772438955,0,-2.533042825815377,0.2140275337963956,-0.8278745573375323,0.3134135674079681,0
s_1030,10,balanced_all_rounder,ECE,2,3.4398668884869954,8.49717902714052,0.8871908096484765,15.978599629732571,3.508825461952405,1.9121278797510373,8.224704081895513,2.291467336092868,3.4874648787138325,5966.976724866438,1,0,3.44046305877392,0,1.4543823218412013,-0.2935320672302292,0.9934128393406348,0.001849798387096775,0
s_1031,10,balanced_all_rounder,CS,2,2.778842648286651,7.357985218475436,0.8396734830960402,18.141160656941675,1.5784273352443228,5.667061337776417,8.078738180886313,2.7440999829160075,2.916624188666245,6340.2355924615185,0,0,3.1843524691153067,0,0.2990582345848482,0.8110223187454924,-0.21062427878084194,0.09372577963636486,0
s_1032,10,balanced_all_rounder,CS,4,3.368067914910901,8.78501281582075,0.7749790600370491,16.786217112233356,2.0607389763844823,2.116751606498826,7.22919277164059,2.785088181173057,4.12886284238831,8213.199619244011,0,0,3.506891597311578,0,1.7342076715922798,0.9689442335588967,0.2033988435970654,0.0,0
s_1033,10,night_owl_socializer,ECE,4,2.9408786465701464,6.988510360796648,1.14090133242578,11.351002026069159,0.9037208069497321,8.996993195693847,10.11262681294936,4.087883028326368,2.974672008702665,6394.269997978126,0,0,2.6962846801602978,1,-0.5448232843177384,0.535103875809807,-0.17588580297183232,0.6409821920170294,1
s_1034,10,night_owl_socializer,ECE,4,2.904104744539055,7.345073186678539,1.8418794110089765,11.017303223422534,1.2322108197363117,4.573210970371211,11.561069768575912,3.6342596264448757,3.835727327988019,8643.329023167003,1,0,3.215042030022123,0,0.1272215810924882,-0.5813251370137436,0.7212069148692212,0.020326056968161647,0
s_1035,10,sporadic_at_risk,CS,1,2.2031544977647624,6.207495036892078,2.5695077684233167,8.504747979177958,0.0,6.645116548549648,14.979420373674378,4.7245963258546455,1.593498424259397,2649.826327600014,1,1,2.759141454192417,1,-2.8323542698483704,-0.2842871916530417,0.6743311776019276,0.7781989168177068,1
s_1036,10,balanced_all_rounder,ECE,3,3.4660297602060464,7.602200251608154,1.1739875192297633,12.242945833146546,3.787215336782685,3.7385845984111263,8.983341997945832,1.9089284090156629,4.0791374340974995,8901.738276230075,0,0,3.399489716004852,0,1.6785103351497679,0.42567362447253815,-0.026406833411984215,0.0,0
s_1037,10,balanced_all_rounder,CS,3,3.1177175287799312,7.1856498927717585,0.44317097493036955,11.218824160095764,1.9788193686735378,5.922007555763272,9.989591898842194,2.382402848643788,4.088969916165689,7355.080134001156,1,0,2.9969971929015617,0,0.8472607870858445,-0.526422448612973,0.7041595381377734,0.0,0
s_1038,10,early_bird_focused,CS,4,3.2886013762829545,8.641445492907838,0.4616920775527113,23.77906640680045,3.3705943509825005,1.076439352438695,9.897092374944872,2.4579198507588353,3.736827880190327,5456.288814971295,0,0,3.7572896039437724,0,1.5772473326600418,1.0517617195219748,0.24681444947456604,0.0,0
s_1039,10,early_bird_focused,MECH,4,3.292987681175755,7.736743181473938,0.6374128896796529,30.961715954959057,6.087217992942032,1.4086715646425412,7.192484060106598,2.2288717382728214,3.57034442316949,7513.951261419177,0,0,3.846274317932197,0,2.341289874787689,0.7225651037480143,-0.29809620198455766,0.0,0
s_1040,10,sporadic_at_risk,ECE,3,2.658088016020863,4.170608249117912,2.727699728633157,10.128621381587259,0.0,6.279813195124789,12.797658331250616,4.6920145697266715,2.4183898077392585,4976.651704805166,1,0,2.9251151195553002,1,-1.951209572858705,-1.2013800417749985,-0.10738822157876549,0.828631238864794,1
s_1041,10,balanced_all_rounder,MECH,1,3.1713867864110994,6.815481053458981,0.6279091962737653,10.854918850095437,1.4904311931016525,3.419631319187946,12.00770695968178,2.777168586096225,2.9450298221650555,8029.884422156318,1,0,3.2707521667618775,0,0.4723048212853539,-0.6861190655491156,0.3480807204305484,0.005954570037858301,0
s_1042,10,sporadic_at_risk,MECH,4,2.5370461567358578,8.069076877578192,2.6682875974161777,2.5373469547159537,0.0,7.837629961971042,15.861473425527809,4.741548879554951,2.8245346108124303,2575.384817852638,1,0,2.892902479294202,0,-2.3287330453604214,0.17431450830155654,1.3235989982920504,0.4613261504409381,0
s_1043,10,balanced_all_rounder,MECH,3,2.9307160125514193,7.677807530935801,0.8158468065284598,7.819901255671841,1.9641340499985143,3.096708279507249,10.044296774404588,2.1411431448405915,3.624786819044764,5801.815580159506,1,0,2.872692373765249,0,0.5374266868457087,-0.25115192933426733,0.9267675600471307,0.006690975387420237,0
s_1044,10,night_owl_socializer,CS,1,3.029555988175479,4.877275460449191,1.7611725633650397,7.618464733436614,2.128923842560573,1.464953239823477,11.376905914684002,2.633177715187886,3.3040572475993293,7358.151380004676,1,0,3.5053720203732426,0,0.13921464542104967,-1.1275321652846435,-0.28583721854118926,0.03149763231753228,0
s_1045,10,balanced_all_rounder,CS,3,3.0373073011168175,7.141576441232651,1.3692518974450367,9.845720322385283,1.7078757751703892,5.209914284020561,8.11967251438564,2.7464267736225363,2.9602754040929393,5357.130843265255,1,0,3.1137533646484044,0,0.0338141159643133,-0.37559011011336346,0.7617059719350331,0.05582370813175085,0
s_1046,10,early_bird_focused,MECH,2,3.655826720705571,8.633132538679057,0.5836314354118216,25.32746291770075,4.727397932421545,1.0,6.855501656916091,1.262158758283817,3.506107450098321,6877.353896923834,1,0,3.7933615857359135,0,2.5075355806125303,-0.2108967759990738,0.7931119594690736,0.0,0
s_1047,10,sporadic_at_risk,ECE,3,2.3198470017827075,3.0,2.537033873537593,0.0,1.2344505891106627,6.1436498770268475,14.557793436252052,4.54447020059402,1.8987564025284156,3793.8711903993767,1,1,2.4175415115568004,1,-2.761689748025897,-1.3717914967455347,-0.38260392781148633,0.7767781887568864,1
s_1048,10,balanced_all_rounder,MECH,2,3.0123865730944424,5.990763344408342,0.8543405006841442,22.720607784227646,1.9351610780282755,8.258419669305074,3.718912613488091,2.458543013922353,2.4524848631813407,8176.86625603884,0,0,3.3055193793207462,0,0.7184845726218069,0.31964252251488845,-0.9644321889696801,0.0303397872813374,0
s_1049,10,night_owl_socializer,CIVIL,1,3.259219020907233,3.6704568734967697,1.735338675396632,6.685239222345601,1.7650856737225809,7.9137710155297505,12.372677602468109,3.247342528004628,2.9030055090637337,4326.771289859823,1,0,3.224499419016692,0,-0.9674663729762678,-1.3857161028768743,-0.6106491423031583,0.12591023434745366,0
s_1050,10,balanced_all_rounder,ECE,1,3.5831039062426324,7.1272506663086705,0.7869308735886735,18.459157699608113,1.6394057417933792,2.3845623494257646,9.176033982287164,2.4556903054029786,2.7833944661785353,8450.517498176867,0,0,3.5535330655851203,0,1.258811693869123,0.25891438256262017,-0.4063435871526464,0.0,0
s_1051,10,sporadic_at_risk,MECH,4,2.4132882465589924,3.0,2.716681942303402,2.282664018001417,0.5899969433001786,4.8555391138573025,13.739040784553639,4.710984659042965,1.0579916644615048,3489.0480712148797,1,0,2.9734136893894796,1,-2.866906252762018,-1.212748751995731,-0.702403698940096,0.5757243363099904,1
s_1052,10,balanced_all_rounder,MECH,1,2.9142399999089377,7.95299134118253,0.6560836572112332,4.9579777405106835,2.7283198821881984,4.305619893862274,11.748345521266096,3.0598901911344947,3.5494077887941278,7376.837751160777,0,0,2.836856444573796,0,0.43020173966727765,0.842015315625489,0.058535078847511524,0.01,0
s_1053,10,sporadic_at_risk,ECE,2,2.129898871432409,3.3946051790518523,2.605972384634806,7.294565898732442,0.0,11.422972350450365,13.769306343266607,5.0,1.790314952199014,1577.4593373402713,0,0,2.499086447111118,1,-3.460666221772894,0.0068996796271505005,-1.172867841220678,0.7236258820726598,1
